timestamp,device_id,qw,qx,qy,qz,tx,ty,tz
706225748,hl_2021-06-02-11-31-59-805.005/hetrig_706225748,-0.08389386223810126,0.7799966562843414,-0.13493509738602022,-0.6052764290449835,2.657099870868974,-13.34138359284515,-10.993705432185356
706687734,hl_2021-06-02-11-31-59-805.005/hetrig_706687734,0.016545750756166534,0.7985559122768312,0.035557716208781405,-0.6006416085467677,2.5614552779940247,-13.509117216758323,-10.955309916503323
707149720,hl_2021-06-02-11-31-59-805.005/hetrig_707149720,0.1228844984756216,0.7786407339343567,0.15601392424419344,-0.5952122839243897,2.48444503866968,-13.5663984683539,-10.955922650877591
707644705,hl_2021-06-02-11-31-59-805.005/hetrig_707644705,0.20137259067484325,0.7317690355954193,0.23849615110968517,-0.6058735381038838,2.372302729993201,-13.634762538945493,-10.94163926741448
708106691,hl_2021-06-02-11-31-59-805.005/hetrig_708106691,0.16302259844790837,0.7495883557329805,0.17704668881785848,-0.6165998697076177,2.244399631825448,-13.763867698395762,-10.948599385152558
708568677,hl_2021-06-02-11-31-59-805.005/hetrig_708568677,0.023965741286998358,0.7478173213432752,0.030835182164829767,-0.662754923545948,2.1200167587461793,-13.852361956717614,-10.933880743603765
709030663,hl_2021-06-02-11-31-59-805.005/hetrig_709030663,-0.09862531018869818,0.7479560606828622,-0.09792333263328454,-0.6490345140313795,1.9820245906116307,-13.866925061667928,-10.964339326634722
709261656,hl_2021-06-02-11-31-59-805.005/hetrig_709261656,-0.15411381519079453,0.782603130651712,-0.2318990384607229,-0.5567801252042581,1.8724708035711413,-13.845383338462938,-10.988488835692111
709525648,hl_2021-06-02-11-31-59-805.005/hetrig_709525648,-0.21865750760519004,0.7780885787105836,-0.39362047763459806,-0.4379839924412092,1.7805770047409084,-13.830393135130766,-11.018637987542085
709756641,hl_2021-06-02-11-31-59-805.005/hetrig_709756641,-0.27308605538118874,0.6994008169698177,-0.550029289111529,-0.3656915157585148,1.7272877785215095,-13.8427890198603,-11.046166132152416
710218627,hl_2021-06-02-11-31-59-805.005/hetrig_710218627,-0.3489245418791624,0.5835728877774341,-0.6724519317280684,-0.29240852969896813,1.6258703720941796,-13.983834830122685,-11.031808826098723
710680613,hl_2021-06-02-11-31-59-805.005/hetrig_710680613,-0.4269434742624964,0.5240686995936209,-0.6737991472201942,-0.2984392351824057,1.5971750890247471,-14.168385852122121,-11.01719571127953
711175598,hl_2021-06-02-11-31-59-805.005/hetrig_711175598,-0.4345802696120849,0.48891413924745203,-0.6873244444205509,-0.31573416319713,1.5530830313014636,-14.313941052673254,-10.997008138901665
711637584,hl_2021-06-02-11-31-59-805.005/hetrig_711637584,-0.37373367797628154,0.48605309967200844,-0.7346664277712809,-0.29041481048896106,1.431134740567917,-14.383307054669368,-11.016218921706377
712099570,hl_2021-06-02-11-31-59-805.005/hetrig_712099570,-0.38280925151366924,0.4949541285131224,-0.7331184797835862,-0.2664859887933385,1.2930035162437372,-14.424674412015554,-11.01777164981539
712561556,hl_2021-06-02-11-31-59-805.005/hetrig_712561556,-0.37322862371628124,0.4027515056361866,-0.8169263340992171,-0.17641707344202703,1.310257806974515,-14.546343272040346,-11.042610461586921
713023542,hl_2021-06-02-11-31-59-805.005/hetrig_713023542,-0.41737114544591775,0.3393052240481609,-0.8258520149914601,-0.16923871075299293,1.308376709580701,-14.64223731613062,-11.038545171044863
713485528,hl_2021-06-02-11-31-59-805.005/hetrig_713485528,-0.4755797363852297,0.3449553351995223,-0.782975219025867,-0.20440043407130093,1.2321738072418884,-14.640394271824384,-11.005593557782499
713947514,hl_2021-06-02-11-31-59-805.005/hetrig_713947514,-0.5644909644316786,0.31878894860804496,-0.7193578714321247,-0.24949511043107314,1.1008416210245464,-14.594013403965674,-10.963419449174417
714409500,hl_2021-06-02-11-31-59-805.005/hetrig_714409500,-0.6614590626586925,0.2906644548189497,-0.6399669826793772,-0.2615881194009781,0.9682467542101003,-14.573544956490872,-10.932711020948856
714871486,hl_2021-06-02-11-31-59-805.005/hetrig_714871486,-0.6263391271178059,0.38602719894030957,-0.5864193639159972,-0.33881356103904836,0.8341106681458123,-14.531838074388922,-10.934742099249146
715333472,hl_2021-06-02-11-31-59-805.005/hetrig_715333472,-0.5145026648791033,0.48631247251835447,-0.5585690195804606,-0.43218958487023845,0.7101513088392284,-14.384163953615944,-10.951226312792569
